!x y1 y2 y3 y4 y5
896.14 27 10 4 22 3
896.87 35 10 7 26 3
897.60 35 9 2 16 3
898.33 29 11 9 32 9
899.06 32 10 4 22 3
899.79 35 7 4 22 3
900.53 27 8 7 26 3
901.26 27 10 2 19 3
901.99 21 10 4 16 5
902.72 41 11 12 29 7
903.45 27 9 2 16 7
904.18 38 8 7 26 7
904.91 27 10 2 22 -1
905.64 29 8 2 22 5
906.37 29 13 14 26 5
907.10 32 8 12 22 3
907.84 32 9 4 22 3
908.57 32 8 7 22 7
909.30 29 10 9 26 1
910.03 35 9 4 26 3
910.76 29 8 4 16 5
911.49 27 10 7 16 1
912.22 27 10 7 13 5
912.95 24 12 7 16 3
913.68 24 13 2 22 3
914.41 27 13 -1 16 5
915.14 29 10 4 16 3
915.87 27 11 7 13 7
916.60 29 10 -1 9 3
917.33 29 12 7 16 3
918.06 32 10 4 16 5
918.79 27 12 4 16 9
919.51 27 13 7 19 1
920.24 27 14 4 16 -1
920.97 24 11 4 9 5
921.70 24 13 9 19 3
922.43 27 14 7 6 5
923.16 29 14 9 13 3
923.89 21 12 -1 9 5
924.62 27 13 12 19 1
925.35 21 16 4 16 -1
926.08 29 16 4 13 5
926.80 21 12 7 16 5
927.53 18 13 9 13 1
928.26 21 13 4 16 1
928.99 24 13 12 16 3
929.72 24 12 9 16 -1
930.45 18 13 12 16 3
931.17 24 15 9 9 -3
931.90 21 12 9 16 3
932.63 24 13 14 13 3
933.36 21 17 7 19 3
934.09 27 15 9 19 5
934.81 24 14 9 16 3
935.54 21 12 9 13 1
936.27 18 15 12 6 -1
937.00 21 13 4 16 -3
937.72 27 14 9 16 3
938.45 27 14 12 9 5
939.18 29 14 17 9 5
939.90 21 16 9 3 1
940.63 21 12 4 6 5
941.36 18 13 7 16 3
942.09 24 16 9 19 -1
942.81 21 15 9 16 3
943.54 27 15 12 19 1
944.27 21 14 9 6 5
944.99 21 16 7 9 3
945.72 29 14 12 6 3
946.45 21 14 12 13 3
947.17 15 17 7 9 3
947.90 27 14 17 16 7
948.62 18 14 12 9 1
949.35 18 13 12 13 1
950.08 24 14 9 3 3
950.80 21 16 9 16 7
951.53 35 16 14 16 3
952.25 27 15 14 6 7
952.98 18 15 12 6 3
953.70 24 15 17 22 3
954.43 18 14 17 16 1
955.16 21 13 17 13 1
955.88 27 14 9 6 5
956.61 21 17 12 16 1
957.33 18 15 14 6 1
958.06 27 13 19 -1 3
958.78 18 16 14 6 5
959.51 18 14 19 9 3
960.23 15 15 19 9 3
960.96 21 13 24 9 1
961.68 21 17 12 9 3
962.41 18 17 19 9 3
963.13 24 17 14 6 -1
963.86 15 16 12 9 3
964.58 15 14 17 9 1
965.30 24 15 14 19 3
966.03 27 16 12 9 1
966.75 24 16 22 13 -1
967.48 21 16 14 13 3
968.20 24 17 22 9 3
968.92 27 14 19 6 3
969.65 18 16 17 6 7
970.37 13 17 19 6 3
971.10 24 15 22 9 -3
971.82 21 13 22 9 -1
972.54 18 16 24 6 5
973.27 15 14 17 6 -1
973.99 21 15 17 9 1
974.71 13 15 22 9 5
975.44 10 14 22 9 3
976.16 15 14 14 3 -3
976.88 15 15 14 9 -5
977.61 15 16 22 13 3
978.33 18 13 24 9 3
