! Data copied from the Tufte-in-R website, http://motioninsocial.com/tufte/

1967	0.5
1968	1.8
1969	4.6
1970	5.3
1971	5.3
1972	5.7
1973	5.4
1974	5
1975	5.5
1976	6
1977	5

