! Data obtained from the accompanying mutation.dat file.

1	26	3	2	17	42	6	0
2	4	2	8	52	10	3	0
3	0	0	0	48	0	0	0
4	5	1	1	15	16	5	0
5	1	0	0	19	1	8	0
6	0	0	0	19	0	2	0
7	0	0	0	18	1	0	0
8	0	0	0	18	0	0	0
9	0	1	0	15	0	0	0
10	3	1	0	10	2	0	0
11	1	0	0	15	0	0	0
12	0	0	0	16	0	0	0
13	0	0	0	13	0	0	0
14	0	0	0	12	0	0	0
15	1	0	0	7	2	0	0
16	0	0	0	9	0	0	0
17	1	0	0	7	0	0	0
18	0	0	1	7	1	0	0
19	0	0	0	8	0	1	0
20	0	0	0	7	1	0	1
