! Data obtained from https://github.com/Pjarzabek/DotPlotPython

1952	8
1955	5
1955	6
1957	9
1958	7
1959	5
1959	7
1960	8
1962	7
1962	7
1962	8
1963	8
1964	7
1964	7
1964	8
1964	8
1964	8
1965	7
1965	7
1965	7
1965	7
1965	7
1965	8
1966	7
1966	7
1966	8
1967	7
1967	7
1967	7
1967	7
1967	8
1968	7
1968	7
1968	9
1969	6
1969	6
1969	7
1969	7
1970	7
1970	7
1970	8
1971	7
1971	7
1971	7
1971	7
1971	7
1971	8
1971	9
1972	10
1973	7
1973	8
1974	7
1974	7
1974	9
1975	7
1975	8
1975	8
1975	8
1975	8
1976	5
1976	6
1976	7
1976	7
1976	8
1976	8
1977	7
1977	7
1977	7
1977	7
1977	7
1977	8
1978	5
1978	7
1978	7
1978	7
1978	8
1979	7
1979	7
1979	7
1979	8
1979	8
1979	8
1979	9
1979	9
1980	2
1980	4
1980	7
1980	8
1980	8
1980	8
1980	9
1981	6
1981	6
1981	7
1981	7
1981	7
1981	8
1981	8
1982	6
1982	6
1982	7
1982	7
1982	7
1982	7
1982	7
1982	7
1982	7
1982	8
1982	8
1983	6
1983	6
1983	7
1983	7
1983	7
1983	7
1983	8
1983	8
1984	6
1984	6
1984	6
1984	6
1984	7
1984	7
1984	7
1984	7
1984	7
1984	7
1984	8
1984	8
1985	6
1985	6
1985	6
1985	6
1985	6
1985	7
1985	7
1985	7
1985	8
1985	8
1985	9
1986	4
1986	4
1986	5
1986	5
1986	5
1986	6
1986	6
1986	7
1986	7
1986	7
1986	8
1986	8
1986	8
1987	4
1987	5
1987	5
1987	6
1987	6
1987	6
1987	6
1987	7
1987	7
1987	7
1987	8
1987	9
1988	4
1988	5
1988	6
1988	6
1988	6
1988	6
1988	6
1988	7
1988	7
1988	7
1988	7
1988	8
1988	8
1988	9
1989	5
1989	6
1989	6
1989	6
1989	6
1989	6
1989	7
1989	7
1989	7
1989	7
1989	8
1989	8
1989	9
1990	3
1990	4
1990	5
1990	5
1990	5
1990	5
1990	6
1990	6
1990	6
1990	6
1990	6
1990	6
1990	7
1990	7
1990	7
1990	8
1990	8
1990	8
1990	8
1990	8
1990	9
1991	4
1991	5
1991	6
1991	6
1991	6
1991	6
1991	6
1991	7
1991	7
1991	7
1991	7
1991	7
1991	7
1991	8
1991	8
1991	9
1992	5
1992	5
1992	5
1992	6
1992	6
1992	6
1992	6
1992	6
1992	6
1992	7
1992	7
1992	7
1992	7
1992	7
1992	7
1992	8
1992	8
1992	9
1993	4
1993	5
1993	5
1993	5
1993	5
1993	6
1993	6
1993	6
1993	6
1993	6
1993	7
1993	7
1993	7
1993	7
1993	7
1993	7
1993	7
1993	7
1993	7
1993	7
1993	7
1993	8
1993	9
1993	9
1994	4
1994	5
1994	5
1994	5
1994	6
1994	6
1994	6
1994	7
1994	7
1994	7
1994	7
1994	7
1994	7
1994	7
1994	8
1994	8
1994	8
1994	8
1994	8
1994	8
1994	9
1994	9
1994	9
1994	10
1995	3
1995	4
1995	5
1995	5
1995	5
1995	5
1995	6
1995	6
1995	6
1995	6
1995	6
1995	7
1995	7
1995	7
1995	7
1995	7
1995	7
1995	7
1995	8
1995	8
1995	8
1995	8
1995	8
1995	8
1995	8
1995	8
1995	8
1995	8
1995	9
1996	4
1996	5
1996	5
1996	5
1996	5
1996	6
1996	6
1996	6
1996	6
1996	6
1996	6
1996	7
1996	7
1996	7
1996	7
1996	7
1996	7
1996	7
1996	8
1996	8
1996	8
1996	8
1996	8
1996	9
1997	2
1997	2
1997	3
1997	5
1997	5
1997	6
1997	6
1997	6
1997	6
1997	6
1997	6
1997	7
1997	7
1997	7
1997	7
1997	7
1997	7
1997	7
1997	7
1997	7
1997	7
1997	8
1997	8
1997	8
1997	8
1997	8
1997	8
1997	8
1997	8
1997	9
1998	4
1998	4
1998	5
1998	5
1998	5
1998	5
1998	6
1998	6
1998	6
1998	6
1998	6
1998	6
1998	6
1998	6
1998	6
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	7
1998	8
1998	8
1998	8
1998	8
1998	9
1998	9
1998	9
1998	9
1999	5
1999	6
1999	6
1999	6
1999	6
1999	6
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	7
1999	8
1999	8
1999	8
1999	8
1999	8
1999	8
1999	9
1999	9
1999	9
1999	9
1999	10
2000	3
2000	3
2000	4
2000	4
2000	4
2000	5
2000	5
2000	5
2000	5
2000	6
2000	6
2000	6
2000	6
2000	6
2000	6
2000	7
2000	7
2000	7
2000	7
2000	7
2000	7
2000	7
2000	7
2000	7
2000	7
2000	8
2000	8
2000	8
2000	8
2000	8
2000	8
2000	8
2000	8
2000	8
2000	8
2000	9
2000	9
2001	3
2001	4
2001	4
2001	4
2001	5
2001	5
2001	6
2001	6
2001	6
2001	6
2001	6
2001	6
2001	6
2001	6
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	7
2001	8
2001	8
2001	8
2001	8
2001	8
2001	8
2001	8
2001	8
2001	8
2001	9
2001	9
2002	3
2002	4
2002	4
2002	4
2002	5
2002	5
2002	5
2002	6
2002	6
2002	6
2002	6
2002	6
2002	6
2002	6
2002	6
2002	6
2002	7
2002	7
2002	7
2002	7
2002	7
2002	7
2002	7
2002	8
2002	8
2002	8
2002	8
2002	8
2002	8
2002	8
2002	8
2002	8
2002	9
2002	9
2002	9
