! Data obtained from:

! https://raw.githubusercontent.com/plotly/datasets/master/school_earnings.csv

94	152	58
96	151	55
112	165	53
92	141	49
90	137	47
78	118	40
94	131	37
76	112	36
79	114	35
86	119	33
93	124	31
84	114	30
67	94	27
73	100	27
80	107	27
62	84	22
72	92	20
71	88	17
68	82	14
64	78	14
72	81	9
