-1	232	476	485	493	623	476	501	339	505	1268	1637	628	861	651	613	644	689	723	738	1196	341	809	631	740	1222	1010	672	1469	1175	727	1273	885	1138	1385	1353	819	976	1609	1499	1716	1090	1777	1351	1176	936	1598	1757	1492	992	2115	2328	2965	1891	1187	11158	6984	4089	1837	2719	2923	1628	2406	2237	2265	4343	1973	3135	2983	2826	4264	2894	3915	3177	3017	2602	2428	3013	3561	4941	3819	3658	3122	2910	3270	5390	5881	3043	4330	4098	4894	4634	4011	5393	4579	6499	8118	3837	6042	8734	4837	6033	5201	5674	5077	8933	6613	17167	6981	5689	6675	7695	6694	11341	10545	9070	6754	10413	4500	9633	12478	7340	9047	8108	11432	8675	8269	8391	12723	13710	8087	12511	10173	8333	13199	16957	12944	11317	15342	21678	26743	10805	16926	12007	18377	16428	22539	20184	14697	19181	23367	21713	22028	31522	30693	35437	24093	39342	26436	21990	35964	28725	24069	45136	42195	33393	39642	36325	31451	47626	44448	43233	32421	46648	46955	52334	51473	56588	58240	69796	48586	47237	43293	87824	48636	76847	112049
-1	247	533	604	553	695	511	643	388	583	1304	2034	727	763	731	675	775	810	803	835	1314	378	872	607	775	1325	1099	795	1644	1269	1016	1367	1131	1302	1527	1465	947	1132	1878	1652	2013	1274	2068	1450	1179	1032	1603	2132	1800	1133	2479	2544	3414	2074	1397	10934	8322	5175	2039	3008	3077	1950	2712	2473	2728	4472	2369	3367	3587	2960	4603	3320	4152	3690	3305	3702	2930	3562	4015	5946	4259	3969	3417	3265	4101	5842	7239	3241	5302	4440	5333	5090	4803	5539	5210	7518	8785	4403	7081	8756	5419	6486	5928	6810	5493	10893	6545	21476	7160	6063	8285	7914	7328	13326	11214	11634	7872	12788	5553	10554	8132	7300	10398	9321	14310	9113	9271	9547	14560	14659	8078	13777	10978	9654	14214	19301	15341	13371	15016	23519	25437	11647	18527	14397	18894	17572	23213	22069	17552	20839	24969	25033	26966	32911	31823	47092	25712	47440	27279	23585	38476	28366	26178	48761	45503	38062	42107	42987	34535	52286	47564	47638	34955	51175	51452	60166	54815	67293	61920	96828	50008	53891	48812	100816	52631	90953	120526
-1	250	545	671	539	506	529	694	428	647	1370	1396	734	743	856	730	688	754	782	950	1265	511	951	645	868	1261	1113	794	1730	1316	1105	1319	1190	1378	1485	1404	1031	1310	1957	1728	1946	1263	2285	1434	1396	1058	1624	2198	1978	1241	2797	2756	3756	2129	1566	12688	5548	5700	2190	2935	3569	2198	2889	2721	2825	4346	2636	3225	3874	3108	4628	3446	4393	3740	3471	4281	3031	3397	4153	6058	3958	4089	3576	3376	4518	6009	7546	3438	5153	4249	5448	4773	5022	5684	5682	8237	8186	5360	6393	9767	5053	6951	6639	6015	5861	9903	6686	21570	6995	6275	9206	8500	6595	12465	11605	12387	7454	13890	6283	10631	14728	7434	10807	9416	15285	9231	10107	8919	15316	13460	8720	13011	12320	11063	12970	20326	16325	13787	15693	24129	21845	12000	17520	14355	18583	17294	20577	20024	17579	21256	22475	26439	28349	29075	28479	47776	25120	50784	27945	23029	34926	29895	26601	49175	42362	39684	42502	45108	33335	52745	44824	44764	36624	47694	48617	57529	50580	68489	58560	101933	51737	55548	47102	101779	49386	86304	113954
-1	255	364	673	561	447	552	597	481	717	1519	1463	762	701	981	728	712	779	847	1040	1280	549	965	713	970	1192	1214	809	1841	1409	1176	1373	1295	1391	1596	1528	1214	1422	1887	1784	2072	1439	2440	1438	1490	1176	1843	2406	2090	1357	2660	2998	3720	2088	1814	8693	5561	5881	2315	2940	3584	2370	3123	2903	2842	4420	2938	3464	4051	3013	4326	3737	4484	3667	3555	4294	3307	3699	3986	5998	4175	4183	3732	3522	4711	5473	7927	3596	5893	4416	5238	5142	5277	5918	6144	8410	7432	5477	6437	9937	5629	7995	6920	6753	6168	9761	6988	20253	7153	6414	9148	8255	7199	12407	12497	13891	7704	14489	7040	11099	12026	7760	10852	9767	15913	9544	10765	9482	15740	14002	9766	13550	12917	12273	13693	21208	18272	14927	15020	23328	21712	14762	18285	15749	18894	18316	21654	20257	19311	21945	23250	26990	27290	27671	29236	44865	25814	48544	28513	25554	35723	28700	28449	40935	44211	42081	43470	46207	37049	52711	46849	47220	38233	49804	50747	60564	52681	65248	61512	99180	53364	56967	51059	103215	52544	87918	121423
-1	273	410	684	549	484	563	787	512	709	1580	1628	768	607	929	749	713	819	877	1105	1333	623	1008	729	1030	1251	1252	827	1725	1409	1244	1397	1293	1424	1609	1605	1234	1415	1845	1909	1827	1545	2651	1560	1613	1340	2026	2009	2116	1486	2766	3223	3623	2190	1983	7107	5910	6062	2471	2948	3705	2567	3159	2996	2760	4511	3115	3528	3120	3034	4134	3970	4262	3533	3639	4081	3315	3920	3963	6109	4178	4153	3889	3778	4834	5449	7939	3652	6065	4585	5106	5253	5622	6086	6422	8312	6952	5403	6844	9967	5933	8333	6881	6599	5952	9747	7028	19276	7389	6806	9925	7665	7406	12231	12097	12807	7925	13209	7646	11272	9168	8334	11165	10366	13984	10006	10854	10025	14583	14041	10787	14183	13954	13222	14279	21799	18110	15686	15393	23220	21554	15190	18734	16580	18935	19945	22109	20063	20575	22844	24030	26452	27080	27077	29719	41947	26130	43459	28981	27691	36023	29991	30667	38523	44699	44285	47468	47064	38360	51025	47897	48983	40185	50181	51814	59270	53584	61647	62701	93054	55264	57565	55886	97303	57175	89274	125200
-1	304	366	599	482	498	484	603	520	691	1508	1679	632	650	941	759	708	724	770	919	1028	708	849	712	949	1105	1042	882	1308	1359	1224	1219	1133	1535	1323	1383	1333	1418	1742	2029	1668	1336	2761	1590	1625	1496	1846	1784	2021	1607	2467	2719	2348	2286	2124	4097	5172	4681	2653	2772	3934	2582	3084	3039	2980	4061	3069	3236	2135	3015	3766	4058	4070	3373	3761	3800	2716	3554	3927	4692	3561	4261	3529	3994	4090	4888	5525	3681	5360	3954	5205	4663	5397	6153	5975	6337	6223	5580	5870	9036	5264	5954	6436	5589	5838	7453	7155	11219	7596	7140	7794	7803	6534	8893	11011	10511	7096	14895	8034	9915	7707	9056	9663	9508	9232	10293	11635	8952	13494	12135	11839	12545	16037	14102	12700	19723	16792	13728	15809	18925	18024	15376	16400	14263	18606	20026	19252	17945	17724	22753	20706	23734	22454	23508	25992	31354	27458	29195	29755	25795	30610	31574	30172	35006	37989	38225	44979	41423	36228	43628	41147	41915	42325	42625	44268	50929	45905	51469	53317	66347	57007	55646	54229	74568	64154	84225	106710
-1	281	387	434	489	415	498	655	477	710	1084	1639	666	684	822	754	748	750	792	801	920	791	827	680	966	1099	1050	880	1250	1263	1164	1270	1132	1567	1357	1413	1358	1430	1846	2091	1691	1470	2713	1714	1689	1679	1896	1982	2081	1736	2245	2176	2107	2325	2308	3676	5731	3936	2804	2844	3862	2720	3326	3108	3071	3890	3111	3235	2201	3190	3514	4150	4009	3605	3870	3575	2858	3746	3792	4427	3760	4325	3524	4172	4142	4455	3898	4144	5265	4124	5183	4875	5658	6153	5908	6037	5721	5797	6412	5762	5605	5038	6454	5765	5995	7082	7390	9200	8089	7521	7306	8173	7050	8813	10890	7715	7594	12773	8063	9000	7818	9572	9523	9968	8689	10592	11987	9379	13723	12632	12436	12370	17181	14867	13083	17221	16545	14259	16131	17020	17906	16721	16573	15012	18705	21079	19986	18732	18661	23071	21451	23800	21516	24803	26753	27322	27442	26796	30586	26692	31358	31448	30826	39411	38309	39415	41115	40483	37683	42382	42076	42949	43488	43503	45279	51447	46937	51821	54699	57965	58180	56900	63776	70629	63934	82589	107948
-1	292	432	463	528	467	518	558	479	706	905	1199	711	677	776	784	864	795	813	845	889	823	838	796	1017	1200	1095	1028	1496	1337	1177	1361	1255	1653	1414	1469	1309	1503	1960	2148	1759	1594	2170	1958	1805	1840	2000	2087	2165	1888	2344	1969	2227	2436	2437	3807	6005	4629	2926	3159	2593	2958	3407	3153	3344	3657	3389	3401	2654	3547	4031	4401	4079	3886	3986	3613	3423	3991	4141	4554	3966	4496	3869	4452	4420	5211	4218	4548	5608	4543	5413	5230	6050	6104	6221	6577	6647	6104	6705	6159	5971	5785	6992	6293	6594	7370	7643	9621	7507	7875	7691	8680	7820	10056	10630	9248	8410	14618	8760	9543	10414	10099	9965	10844	10665	11281	12185	10717	15004	13649	13374	13820	16433	15731	14606	17369	18627	15626	16328	17732	18552	17738	17592	16867	19310	22148	21483	20882	20844	25062	23300	24785	23081	26835	28395	28443	28440	28552	31347	30755	32797	32427	33297	38903	40037	42290	40618	41972	41156	45192	44274	45511	46026	46110	47321	52971	49640	55845	57684	59128	60293	61162	74369	75940	71869	82601	111212
-1	271	467	510	536	501	571	581	564	677	710	800	780	729	835	797	895	857	874	852	991	840	879	892	1002	1215	1194	1162	1475	1442	1272	1459	1322	1698	1519	1586	1265	2467	2022	2008	1882	1851	1797	1974	1987	1992	2167	2276	2325	2097	2367	2153	2716	2490	2552	3530	4055	3651	3038	3256	2710	3216	3353	3280	3607	3661	3588	3616	3119	3933	4227	4360	4152	3946	4146	4078	4121	4390	4330	4568	4166	4391	4196	4486	4801	5381	4760	4851	5703	5288	5730	5859	6270	6053	6293	6924	6956	6121	6948	6772	6720	6358	7211	7252	7296	8199	8002	10130	7981	8341	8128	9226	8873	9282	9728	9813	9485	11786	9849	9971	11774	10419	11080	11643	11183	11586	12429	12466	15755	15139	14762	15504	16341	16181	16421	17678	18645	17807	17451	19885	19751	18603	19508	19195	19655	22534	23573	23662	23629	25826	25988	26324	28036	29632	30651	31074	30082	31369	31549	33973	35043	33085	35364	39850	42916	42757	43275	45592	42380	46618	47685	48897	48310	49698	51234	53891	54138	56441	61457	66422	63165	66841	76745	82606	80412	85561	117993
-1	261	461	512	532	544	554	567	579	624	702	728	765	769	834	836	837	840	848	893	935	949	952	987	1044	1134	1171	1186	1268	1277	1302	1436	1467	1501	1502	1533	1611	1705	1847	1940	1945	1954	2024	2050	2108	2154	2174	2266	2278	2281	2315	2361	2509	2529	2603	2624	2909	2926	3173	3187	3214	3439	3443	3512	3547	3556	3591	3623	3693	4001	4032	4083	4166	4193	4280	4309	4377	4433	4435	4453	4466	4472	4597	4647	4739	4798	4841	5275	5302	5395	5782	5867	6079	6181	6199	6540	6583	6594	6679	6716	6720	6838	7252	7417	7811	8111	8232	8356	8466	8595	8612	8808	8925	9011	9144	9813	9910	9942	10170	10260	10526	10779	11228	11408	11465	11733	12691	12928	14552	15220	15374	15695	15992	16526	16782	17044	17686	17828	17851	19069	19141	19367	19397	19624	20156	23205	23333	24013	24024	25903	25910	27260	27893	29626	29798	29865	31096	31550	32852	33106	33767	33778	33827	40548	41831	42274	42713	43982	44298	46431	46783	47629	48278	48396	50192	51529	53755	54391	59490	63008	65561	66082	70625	76304	81506	84481	113860
