-1	130	226	335	307	353	197	239	397	303	527	422	249	766	327	266	328	264	402	159	256	136	355	462	380	493	503	266	364	794	159	614	281	733	633	660	421	970	890	1031	673	551	702	442	617	483	913	607	992	313	1008	555	1156	1081	317	4821	5777	771	1088	1422	1637	499	1413	1087	815	2322	995	1487	664	2146	1819	1065	1726	870	1978	473	448	1506	2067	1948	1690	1552	621	1564	764	2192	656	2247	1676	1129	3511	1481	2275	4334	1405	2535	3382	2017	3290	2902	1878	1080	1910	1302	2008	4477	3973	1886	4681	2894	1833	3939	1597	3752	4219	1229	1625	8639	951	7468	7625	5057	4348	4158	1898	5843	3941	1668	5100	5053	2967	4485	7818	4261	4619	6546	7432	3343	11913	9266	12268	7579	3840	3289	12272	9262	11531	6049	4085	14844	10194	14819	10449	14465	14755	20473	20681	17639	16192	11055	20206	26601	12717	39173	23133	14022	28338	34386	21718	24297	23137	24158	25574	24370	24636	29597	26339	20913	30777	30461	36313	23853	32344	38095	26187	38985	48984
-1	127	229	310	351	338	208	245	147	306	522	493	260	737	363	249	338	299	389	167	304	132	348	428	377	414	508	269	380	721	145	648	310	697	681	687	540	964	755	1055	642	505	588	450	617	481	926	631	936	345	862	583	934	1121	318	4964	5125	731	1107	1317	1566	513	1276	1004	825	2365	949	1490	785	2215	1599	1017	1795	834	2051	521	506	1704	1820	1919	1875	1558	692	1662	820	1945	675	2427	1578	1283	3530	1540	2234	4410	1824	2461	2964	2024	3099	2466	1840	1287	1910	1734	1893	4066	4285	2617	4775	3007	2503	3955	1894	3164	3088	1491	1797	8085	1045	7902	6693	5046	4189	4081	2250	5553	4042	1801	4608	5363	2780	4988	8269	4244	5270	7046	6804	3554	11413	9088	12579	7663	3982	3526	12215	9963	11735	6659	4520	13357	10398	14485	9898	14905	15400	18646	20740	15993	18244	11086	20576	26971	11983	34411	23122	13669	27917	32621	20973	23860	23067	24122	25167	24999	24559	27219	27056	19502	30823	28600	37101	21700	29061	38554	28121	39841	48719
-1	116	245	317	335	384	227	227	171	312	551	555	287	632	401	242	375	327	436	188	341	124	362	445	382	458	564	269	399	684	139	681	323	690	764	756	521	923	854	1012	635	553	482	469	612	491	997	714	767	369	815	731	1000	1122	329	3778	2021	988	1121	1313	1355	547	1103	1050	874	2461	905	1573	885	2233	1474	1062	1890	1003	2107	566	569	1807	1829	1958	2015	1639	779	1805	875	1811	761	2657	1312	1428	3710	1785	2463	4564	2097	2424	2778	2093	3006	3078	1974	1530	1998	2291	2096	4210	4518	3106	4680	3158	3107	4236	2081	2844	3586	1658	2091	2998	1141	7935	3956	5192	4442	4253	2547	5558	4123	2108	4480	6215	2952	5206	8369	4325	6645	7163	4441	4121	11562	9285	14185	8432	4627	4142	12390	10388	12928	8097	5360	13651	11666	14075	9937	16188	17102	19038	21307	16857	18973	11869	22474	28358	13637	32832	24987	15707	30127	32791	19087	24280	25044	25753	24731	27000	26508	29905	29505	21702	33304	30701	37946	22160	32516	43084	32482	42667	53228
-1	108	290	341	387	345	267	259	172	232	591	636	364	581	426	258	435	382	526	236	451	133	362	517	401	671	698	281	452	541	177	832	383	772	959	949	534	822	1083	1010	712	648	499	544	668	532	1199	860	756	407	995	780	1128	1145	397	3266	2353	1122	1160	1542	1252	610	1197	1063	1023	2897	908	1914	1056	2270	2236	1163	1960	1186	2198	639	680	2206	2015	2305	2524	1927	923	1860	1035	2611	880	2625	1378	1830	3586	2254	3073	4705	2358	2314	4191	2144	4088	3550	2441	1880	2148	3010	2359	5016	4710	5374	4826	2461	4039	4326	2746	3078	4711	2068	2711	3761	1282	7390	4986	5641	4740	5073	3191	6052	4228	2672	4825	8192	3691	5700	7889	4470	8409	8931	3942	5122	12089	9793	18535	8525	6342	5498	12778	10109	15794	9857	7218	14041	14736	15102	11028	20389	21512	20976	21949	20585	19820	13755	27673	27896	15211	35410	30525	20460	34480	35017	19672	28340	30708	31074	23856	32954	32299	37220	35960	27295	40572	35920	39405	23730	39620	50162	40939	49517	66161
-1	122	312	399	299	366	285	316	189	286	678	773	405	643	430	278	448	428	548	309	700	152	431	534	429	853	784	319	556	660	213	932	436	885	1071	1089	471	807	1147	1078	797	693	585	624	693	563	1260	973	828	466	1112	963	1440	1204	460	4312	2765	1438	1213	1743	1196	757	1351	1137	1142	3265	969	2163	1375	2225	2797	1260	2128	1280	2274	790	894	2275	2289	2840	2839	2342	1180	1969	1338	3458	1040	2634	1694	2371	3856	2699	3597	4908	2633	2827	5393	2233	4744	4034	2810	2459	2405	3486	2660	5838	5082	8188	5165	2541	4966	4625	3380	3648	5985	2874	3370	4314	1500	7807	6180	5722	5245	5702	4396	6491	4484	3488	6184	9718	4238	6685	8424	4808	10292	10442	4477	6343	12957	11043	22015	10177	8040	6686	13745	10883	18056	11785	8925	15290	17125	16642	12891	23970	24950	24760	23701	24864	20989	15325	31452	28057	17108	38307	34854	24849	40411	39301	20593	32178	35498	35001	24874	37812	36884	42674	40652	32863	46685	42548	41642	27608	47580	57677	47388	54786	77031
-1	149	329	433	335	377	321	301	227	293	796	997	443	666	473	335	482	474	539	337	901	181	483	471	460	922	806	355	720	773	239	993	479	949	1107	1102	483	765	1231	1153	963	809	689	711	778	572	1262	1151	964	550	1270	1222	1812	1297	526	5422	3292	2128	1271	1825	1331	873	1461	1261	1311	3351	1037	2233	1840	2330	3175	1478	2313	1404	2434	989	1031	2318	2582	3258	3091	2704	1628	2176	1683	3748	1567	2695	1858	2674	4241	2904	3940	5031	2961	3494	6008	2306	5195	4773	3120	3232	2678	3695	2893	6943	5354	10816	5127	4008	5943	4630	3680	4806	7331	3771	3870	5164	1751	8626	8739	6658	5678	5590	5698	6862	4756	4609	7558	10452	3960	8024	9326	5146	11211	12472	5663	7570	14295	13563	22608	11093	9142	7860	15374	11711	18791	13459	10429	16427	18023	18730	15943	25527	26460	29460	24172	35991	21959	15852	32148	30031	20163	37819	35978	27386	42144	43984	21285	36441	36945	35593	26552	39142	38451	43292	42226	36257	48998	54358	44034	29961	57406	66924	50475	56402	81728
-1	165	351	451	355	401	335	321	266	333	881	1250	457	662	539	369	468	507	540	402	980	219	528	426	491	917	837	389	1066	795	266	1028	547	1032	1139	1147	462	678	1189	1225	1357	840	811	802	855	610	1279	1320	1059	640	1412	1563	2117	1420	662	6647	3864	2909	1359	1985	1564	996	1481	1471	1379	3537	1227	2427	2319	2367	3262	1698	2600	1766	2651	1322	1179	2400	2865	3691	3174	2850	2128	2369	2052	3897	2453	2781	2285	2973	4495	3307	4051	5443	3298	3837	6251	2552	5143	5546	3440	3979	3131	4399	3369	7271	5934	12744	5497	4189	7321	4666	4430	5906	7921	5292	4477	5976	2095	9457	10561	6673	6351	5773	7416	7614	5309	5745	9410	11506	5269	9032	9766	5598	11483	14280	6377	9690	16122	15946	24859	12014	10700	9240	17097	13748	19840	15282	12659	16893	19614	20086	17827	27449	28447	34869	24846	43618	22936	16748	33603	30595	22597	36022	37752	26220	44590	44314	22559	40559	38842	37530	28028	41300	40675	46364	45159	37981	52214	60592	46217	33768	58239	74256	53738	59239	91478
-1	170	393	499	460	432	389	340	311	388	971	1600	517	780	576	442	543	579	622	519	1109	267	634	629	552	931	945	441	1134	992	348	1198	725	1146	1290	1278	539	647	1432	1327	1425	885	1049	1023	1028	669	1422	1521	1186	764	1576	1792	2220	1572	787	8538	5046	3493	1478	2309	1862	1152	1564	1765	1666	3964	1384	2760	3101	2412	3402	1929	2774	2064	2815	1616	1526	2866	2920	4208	3565	3121	3079	2599	2700	4354	3814	2905	2989	3595	4829	4073	4405	5687	3534	4834	6752	2982	5372	6123	4204	4897	3634	5879	3973	8652	6573	15785	5940	4803	8780	5162	5985	7374	9676	6771	5815	7316	2691	10064	11801	7227	7481	6663	9757	7944	6194	8274	10447	13765	6128	11253	10225	6350	13927	16766	7623	14080	18196	17716	28900	12156	14375	12309	19096	14661	22814	18514	16766	17724	23819	21797	19196	31774	32649	36678	26737	47539	23665	19655	37989	31499	25075	35847	42983	31914	50420	41467	25739	44717	44497	43022	30495	48587	46923	53366	52182	45208	58786	65934	47943	39433	70375	85277	60770	65397	108344
-1	196	446	580	562	505	477	301	367	464	1171	1701	622	925	640	546	672	678	736	702	1283	351	784	675	684	869	1099	532	1394	1074	493	1404	972	1228	1454	1439	629	553	1519	1499	1647	1126	1325	994	1119	761	1650	1688	1301	903	1884	2198	2848	1728	969	11079	5891	4554	1692	2541	2271	1447	1913	2012	2079	4520	1729	3189	3945	2484	3214	2411	3415	2417	2964	2109	2103	3025	3361	5215	4190	3734	3913	2929	3420	4181	5564	2794	4054	4371	5134	4985	4554	5645	4258	5622	6338	3330	5346	7267	5027	6591	4287	7087	4378	10418	6740	22832	6463	5195	7189	5958	7397	8863	10946	8514	7162	9147	3447	10438	14763	7844	8766	8138	12464	8462	6994	10446	10760	15897	7338	13999	10581	7369	15762	21449	9857	16435	18842	25061	32174	11480	18075	14987	19477	16492	24946	22896	18274	18054	27610	24223	23404	36010	35577	42530	28172	53059	24898	22488	40969	30788	22291	39992	47099	31763	47884	39073	30278	46774	48493	47154	31488	53895	51914	55596	58383	49199	64827	72485	48471	40009	57296	97120	60990	74670	121616
-1	209	455	536	489	571	462	416	292	470	1061	1401	603	833	605	585	614	682	737	666	1124	373	816	637	701	1011	1061	543	1151	1169	593	1308	877	1109	1408	1410	689	790	1410	1438	1476	1173	1523	1097	1123	841	1608	1478	1334	913	1833	1927	2281	1777	1032	9558	6017	3630	1722	2520	2579	1481	2062	1924	1934	4333	1769	3163	2557	2657	3480	2472	3619	2469	2890	1688	1891	2878	3040	4262	3919	3349	2912	2714	2891	4324	4965	2893	3624	4114	4507	4711	3682	5337	4111	5331	6538	3457	4938	7865	4799	5351	4279	6168	4213	7857	6564	16579	6904	5151	6671	7150	6746	8641	8979	7165	6878	8338	3813	8347	10196	7333	7544	7417	9160	8249	6879	8540	10177	14408	7451	11532	9970	7807	13066	14777	10232	12243	16580	19236	29829	9707	16591	11851	18183	16374	23126	19864	14757	16905	24563	20292	18837	32650	32242	31287	25135	38156	25769	21319	37143	28793	19933	41470	43178	28270	38892	30920	28522	40989	44892	43189	30594	47539	48112	46497	53258	45772	58537	53823	47102	38927	41189	80116	51944	71918	110249
